StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,intro_description,gender,gender_4_TEXT,age,race,hispanic_origin,education,country_origin,region,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,attention1,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,info_source_8_TEXT,politics,attention2,meat_post_timer_First Click,meat_post_timer_Last Click,meat_post_timer_Page Submit,meat_post_timer_Click Count,attention_meat_exp,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,meat_exp_explain,dm1_timer_First Click,dm1_timer_Last Click,dm1_timer_Page Submit,dm1_timer_Click Count,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_timer_First Click,dmy2_timer_Last Click,dmy2_timer_Page Submit,dmy2_timer_Click Count,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_inf,oil__infl_accurate,oil_infl_authentic,oil_infl_believable,oil_infl_explain,post_meat_timer_First Click,post_meat_timer_Last Click,post_meat_timer_Page Submit,post_meat_timer_Click Count,attention_meat_infl,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,meat_infl_explain,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_exp,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,oil_exp_explain,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,transaction_id,post_meat_source,post_oil_source,condition_sequence,order_pattern,TotalScore,complete
3/30/2026 12:35,3/30/2026 12:40,0,172.56.22.77,100,277,1,3/30/2026 12:40,R_7IAtY3JaSyrwrND,,,,,32.7836,-96.8674,anonymous,EN,0.8999999761581421,,4,2,,2,1,2,2,1,3,5,5,5,4,4,5,4,5,5,4,4,4,"1,2,3,4",,6,3,1.502,8.644,11.604,5,1,4,4,4,Everything causes cancer at this point,3.779,20.478,20.981,3,4,4,4,2.159,11.716,12.5,3,4,4,4,1.738,3.234,13.598,3,2,4,4,4,Because its believable,,,,,,,,,,,,,,,,,,,1,complete,,,,1qkk7WCcM2D3XJk0DNU94j,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:34,3/30/2026 12:40,0,24.233.225.61,100,319,1,3/30/2026 12:40,R_3uWcuGWpYZhIpUd,,,,,34.4833,-89.0075,anonymous,EN,0.8999999761581421,,4,1,,2,"1,2,3",2,3,1,3,6,7,7,6,6,6,4,7,6,5,6,6,"1,3,5",,3,3,,,,,,,,,,1.228,6.308,7.678,3,6,7,7,0.779,6.283,53.505,8,6,6,6,,,,,,,,,,0.482,12.977,13.851,3,1,6,7,7,It has good positive results ,0.78,5.974,13.143,2,1,6,6,6,It has good ways for kids to be healthy ,0,complete,,,,3cE9eCzjDkuEOuwA30KN8h,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:39,3/30/2026 12:40,0,73.136.5.203,100,45,1,3/30/2026 12:40,R_3Ns3z8qbOa7KZZV,,,,,29.6825,-95.2008,anonymous,EN,0.800000012,,4,1,,2,3,1,4,1,3,,5,,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0rYhKB8S5kMpQCyrr52M7t,,,,,,
3/30/2026 12:38,3/30/2026 12:40,0,75.187.244.121,100,87,1,3/30/2026 12:40,R_1pQWCSGXv2p9Dlk,,,,,41.2426,-82.6157,anonymous,EN,0.8999999761581421,,4,1,,4,"1,3",2,3,1,1,,4,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2qIX3AlrDHp5KCSYrjFHiO,,,,,,
3/30/2026 12:37,3/30/2026 12:40,0,76.36.194.174,100,185,1,3/30/2026 12:40,R_1GPuehpJvE9L3Q2,,,,,35.9185,-80.5387,anonymous,EN,0.8999999761581421,,4,2,,3,1,2,1,1,3,5,5,5,5,5,5,4,6,5,5,6,6,1,,4,5,,,,,,,,,,0.89,0.89,7.435,1,5,5,6,1.334,4.861,6.828,2,5,6,5,,,,,,,,,,0.906,10.693,11.872,6,2,5,6,6,It's good,0.589,10.466,11.228,2,4,6,6,6,It's good,3,complete,,,,5PBG8J46oB3bE2HnPcHXzo,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:36,3/30/2026 12:40,0,162.192.93.37,100,243,1,3/30/2026 12:40,R_5g9RpAovDw69owp,,,,,29.9481,-90.207,anonymous,EN,1,,4,1,,2,2,2,3,1,3,7,5,5,7,6,6,4,6,6,6,4,6,"3,4",,3,3,1.492,7.715,10.864,4,1,6,6,6,Because i know salmon and vegetables is ultimately good for you so i believe them,4.575,11.219,12.23,6,3,3,4,1.153,2.62,7.098,4,6,6,7,1.487,14.255,14.783,4,1,7,6,7,Because i know seed oils are bad from my research ,,,,,,,,,,,,,,,,,,,0,complete,,,,6E9LMMJGjUi5XVJ2qmqOkU,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:34,3/30/2026 12:40,0,97.190.42.224,100,380,1,3/30/2026 12:40,R_6v1dJ98xPsNUA1w,,,,,34.0798,-117.2645,anonymous,EN,1,,4,2,,6,1,2,3,1,4,6,6,6,7,4,7,4,5,5,4,5,6,"4,6",,6,3,,,,,,,,,,0,0,19.055,0,6,5,6,0,0,16.6,0,6,6,6,,,,,,,,,,0,0,20.329,0,1,4,5,4,I do not necessarily agree completely with the post.  I believe red meat is perfectly healthy in moderation.,0,0,38.188,0,1,6,6,5,"I know that you are suppose to limit seed oils, so that is why I rated the post the way I did.",0,complete,,,,6FxddcGr5r1ejxbvFr75nw,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:38,3/30/2026 12:41,0,35.151.240.2,100,171,1,3/30/2026 12:41,R_1rMW6g5sJ1OssD6,,,,,35.3499,-86.2132,anonymous,EN,0.5,,4,2,,4,1,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,,4,4,0.831,3.028,11.337,4,5,4,4,4,None ,1.78,21.869,22.827,6,4,4,4,0.676,1.69,10.276,2,4,4,4,4.752,4.752,12.656,1,5,4,4,4,Not sure ,,,,,,,,,,,,,,,,,,,3,complete,,,,2xlLNocs7itDMsyb9jN4Af,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:37,3/30/2026 12:41,0,199.36.244.150,100,239,1,3/30/2026 12:41,R_1NIBRwCvFFFsZ3F,,,,,37.751,-97.822,anonymous,EN,0.800000012,,4,2,,2,1,2,2,1,4,4,6,6,6,4,6,4,5,6,5,4,5,"1,2",,4,3,1.433,11.789,12.52,12,1,4,5,4,I rated it husky because I have no experience in what is good or bad for cancer since there are many types,2.843,7.032,7.929,3,6,6,5,1.273,5.806,6.699,3,6,6,6,1.334,4.635,10.9,3,1,6,5,5,It is somewhat believable and accurate but we can't control how a parent decides to pack their kids lunches. ,,,,,,,,,,,,,,,,,,,0,complete,,,,3ayBxJ7hVZYdrMdcX2KtyP,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:35,3/30/2026 12:41,0,75.90.198.223,100,407,1,3/30/2026 12:41,R_71RVHsZDJwm26GC,,,,,41.9956,-92.5769,anonymous,EN,0.8999999761581421,,4,1,,6,1,2,2,1,1,5,5,6,6,1,7,4,1,2,1,4,1,1,,6,3,12.564,30.882,31.742,2,1,3,4,3,Because I believe eating red meat is part of being human ,25.043,31.384,32.001,4,5,4,3,6.673,13.38,14.409,2,5,4,5,4.981,25.515,26.431,2,1,4,4,4,I think health fanatics make this stuff up ,,,,,,,,,,,,,,,,,,,0,complete,,,,1IiZH30uL1a13K7x1UkeCN,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:37,3/30/2026 12:42,0,174.235.210.205,100,280,1,3/30/2026 12:42,R_1Vr19rEvshVy0ys,,,,,41.2612,-95.9354,anonymous,EN,0.8999999761581421,,4,2,,2,1,1,1,1,2,5,5,5,5,5,5,4,5,5,5,6,5,3,,6,5,,,,,,,,,,0.9,6.045,6.802,6,6,6,6,12.01,12.01,12.768,1,7,6,6,,,,,,,,,,1.153,10.149,10.939,7,4,4,4,4,Is perfect ,3.734,39.777,40.475,4,4,6,6,5,Is very perfect ,3,complete,,,,6J2Ns4sF27o9il6bIdfdKq,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:38,3/30/2026 12:42,0,143.105.119.122,100,217,1,3/30/2026 12:42,R_60P5OOCMt7wwUU4,,,,,37.3388,-121.8916,anonymous,EN,0.8999999761581421,,4,1,,4,1,2,2,1,4,7,6,6,7,7,7,4,7,7,7,7,7,"1,2,3,4",,4,3,,,,,,,,,,1.87,4.802,7.951,4,7,7,7,0.946,3.784,7.2,4,7,7,7,,,,,,,,,,1.649,10.878,11.831,8,2,7,7,7,It looked very authentic and delicious and had a great deacription,1.1,5.135,11.959,4,1,7,7,7,Seed oils and how they affect children's diets,1,complete,,,,2JWRdoneQGKewDXiYQiTla,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:35,3/30/2026 12:43,0,166.182.249.125,100,440,1,3/30/2026 12:43,R_37zpAFvlCwlGYaR,,,,,38.6879,-77.2978,anonymous,EN,0.800000012,,4,2,,2,1,2,2,1,2,5,5,5,4,3,4,4,4,4,4,4,4,"1,3",,4,3,,,,,,,,,,0.962,2.499,8,4,4,4,4,0.699,9.65,10.4,6,4,4,4,,,,,,,,,,0.828,21.381,26.422,5,2,4,4,4,Sometimes it's hard to believe certain things ,2.235,9.098,10.754,3,2,4,4,4,It's always a hit and miss with stuff ,2,complete,,,,4ezutHJiJeiYQIlIydx7pi,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:38,3/30/2026 12:43,0,35.33.238.92,100,247,1,3/30/2026 12:43,R_7hWmyqt4bCrIngv,,,,,32.7797,-96.8022,anonymous,EN,0.8999999761581421,,4,1,,3,2,2,3,1,1,4,3,4,4,2,3,4,3,4,3,4,3,"1,2",,3,3,,,,,,,,,,0.905,5.259,6.922,5,3,4,4,4.216,4.624,16.1,2,5,5,4,,,,,,,,,,0.751,11.836,12.432,14,2,4,5,3,Misinformation ,1.733,8.392,12.717,3,1,2,5,4,Survey said 1 min,1,complete,,,,4bFfUDD4FWhYj0J1UvOZMm,influencer,expert,influencer_meat_expert_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:35,3/30/2026 12:43,0,69.112.155.111,100,476,1,3/30/2026 12:43,R_7v7ypdiYCGWqZY5,,,,,40.544,-74.3521,anonymous,EN,0.4000000059604645,,4,1,,6,1,2,2,1,2,6,5,5,5,4,5,4,6,5,6,5,6,"1,2,4",,4,3,3.386,49.28,50.723,4,1,6,7,7,Because red meat has additives and preservatives that can cause cancer that are used on the red meat,8.735,27.415,36.03,3,6,7,6,7.301,29.988,30.781,2,6,6,7,6.921,30.447,32.284,2,1,6,7,7,I believe what is stated is true,,,,,,,,,,,,,,,,,,,0,complete,,,,0KAEAbNMWOH4SNlgRgK8wB,expert,influencer,expert_meat_influencer_oil,tfft,{gr://SC/Attention_check},1
3/30/2026 12:39,3/30/2026 12:43,0,73.148.55.242,100,261,1,3/30/2026 12:43,R_1JCKwrZpYV2UmkC,,,,,37.6719,-77.3259,anonymous,EN,0.8999999761581421,,4,1,,1,2,2,3,1,2,2,5,4,2,2,4,4,2,2,4,5,3,"2,3,4",,4,3,0.604,0.604,21.601,1,3,4,3,4,Its a good thing to do with the kids and I have to go to the store and ,0.941,1.475,22.161,2,5,4,1,0.864,20.556,22.099,4,3,4,5,0.524,0.524,77.221,1,3,5,4,5,It think that its not really that much ,,,,,,,,,,,,,,,,,,,2,complete,,,,5lq8B0AnLzr6Q2RUyFbCwO,expert,influencer,expert_meat_influencer_oil,ftft,{gr://SC/Attention_check},1
3/30/2026 12:38,3/30/2026 12:43,0,172.58.2.19,100,294,1,3/30/2026 12:43,R_66vS7CChfPKO6lP,,,,,33.9388,-84.2754,anonymous,EN,0.800000012,,4,1,,5,5,1,4,1,3,7,7,7,7,7,7,4,7,7,7,7,7,2,,1,3,,,,,,,,,,1.697,9.595,11.059,4,6,6,4,1.878,2.344,7.577,2,4,4,4,,,,,,,,,,0.628,0.628,26.011,1,4,6,6,6,I like this,0,0,11.044,0,2,4,4,4,Because i like it,2,complete,,,,4VtpHJZeuADiQZr98hmwHR,influencer,expert,influencer_meat_expert_oil,ftft,{gr://SC/Attention_check},1
