Stock1,Stock2,Correlation
CERN,NXPI,0.06034097341091934
CERN,ORLY,-0.023712061813258373
CERN,PCAR,-0.08806052341145787
CERN,PDD,-0.19156969786437716
CERN,PEP,0.05717645471008866
CERN,PYPL,0.17763493739048544
CERN,QCOM,0.16047084002319204
CERN,REGN,-0.11530194610879711
CERN,ROST,-0.026724982650805397
CERN,SBUX,0.05623353598761256
CERN,SNPS,-0.13683071305218866
CERN,SPLK,-0.11296643895791274
CERN,SWKS,0.16131167481614256
CERN,TEAM,-0.11209641481834934
CERN,VRSN,-0.041411819256489804
CERN,VRTX,-0.19902018629306156
CERN,XLNX,-0.035862507996444734
CHKP,CSX,-0.04031493691049131
CHKP,EA,0.07816287286242016
CHKP,JD,-0.0643550095912072
CHKP,MCHP,-0.054316030433678594
CHKP,MDLZ,-0.0314811806087392
CHKP,MTCH,-0.01905845014501431
CHKP,PTON,0.15365965396956657
CHKP,SIRI,0.11773718582744465
CHKP,TMUS,-0.00920877642022911
CHKP,XEL,-0.08627989693189977
CHKP,ZM,0.0878922477415806
CHTR,CSX,-0.028944058021741378
CHTR,EA,0.027662323138542114
CHTR,JD,0.06892110606551419
CHTR,MTCH,-0.09362613970315783
CHTR,PTON,0.18602310393751953
CHTR,SIRI,-0.05308551407883187
CHTR,TMUS,-0.17528861682914662
CHTR,ZM,0.018102365254175357
CMCSA,CSX,0.03165054078361288
CMCSA,JD,0.10779819364893814
CMCSA,MCHP,0.1784841732608572
CMCSA,MTCH,-0.036216983802986005
CMCSA,PTON,0.0810010086393522
CMCSA,SIRI,0.04190249500174711
CMCSA,TMUS,-0.08988698493748544
CMCSA,XEL,-0.1385129739282941
CMCSA,ZM,-0.0724299606754255
COST,CSX,-0.093884217450876
COST,EA,0.030152567708018566
COST,JD,0.026148982081940154
COST,MCHP,0.11649913204885905
COST,MTCH,-0.027922788099415948
COST,SIRI,-0.027878089939757097
COST,TMUS,-0.13653783277857828
COST,ZM,0.0378694790170503
CPRT,CTSH,0.16961728422272523
CPRT,EA,0.039254537672807004
CPRT,FISV,-0.04187530770387202
CPRT,JD,0.05074108443126028
CPRT,LRCX,-0.09264918172215647
CPRT,MCHP,-0.12228156625054028
CPRT,MDLZ,0.01830009294672907
CPRT,TMUS,0.17144822140693963
CPRT,VRSN,-0.1318061360610157
CRWD,CTSH,-0.009280426316962334
CRWD,HON,0.06279465869989863
CRWD,LRCX,0.05727790834001333
CRWD,MCHP,0.062112965772700694
CRWD,MDLZ,-0.01878726935502722
CRWD,VRSN,0.09729463376547229
CSCO,CSX,-0.0026565482862412173
CSCO,JD,0.11280685517296694
CSCO,MTCH,-0.18024893835944836
CSCO,PTON,0.05825106370568458
CSCO,SIRI,0.037691091146583505
CSCO,TMUS,-0.19034529534770575
CSCO,XEL,-0.10405327209488471
CSCO,ZM,-0.12509220502778068
CSX,EXC,0.018872303264881058
CSX,GILD,0.03692426579043163
CSX,GOOGL,-0.1575992390518444
CSX,INCY,-0.08214240319168001
CSX,INTC,-0.042823837950562924
CSX,KLAC,-0.0664044675780993
CSX,MAR,0.08453013535580663
CSX,MCHP,0.16560699233319232
CSX,MDLZ,-0.04612822202938274
CSX,MELI,-0.04954260709529974
CSX,MRNA,-0.15572709197252319
CSX,MU,0.04610170155758768
CSX,NTES,-0.1777058258763492
CSX,NXPI,0.039177483367262775
CSX,ORLY,-0.13520937193952337
CSX,PAYX,-0.18201930934401225
CSX,PCAR,0.1587754761602786
CSX,PDD,-0.001883983754744394
CSX,PEP,-0.1306927400685333
CSX,REGN,-0.16112142412671268
CSX,SGEN,-0.04840898871783625
CSX,TCOM,0.09674430521343959
CSX,TEAM,-0.1440588203402351
CSX,TSLA,-0.15040997155846375
CSX,VRSK,-0.04969945510775394
CTAS,EA,0.01817314965336552
CTAS,FISV,-0.052673254182300115
CTAS,JD,0.0684232098570701
CTAS,MCHP,-0.10189479074915957
CTAS,MDLZ,-0.08328846956230619
CTAS,SIRI,0.18003862310693022
CTAS,TMUS,0.13761814154470248
CTAS,VRSN,-0.07451003385569852
CTSH,DLTR,0.09250249869257496
CTSH,DOCU,0.034593022881537636
CTSH,EA,-0.09622880166058632
CTSH,FOX,-0.1468311777462355
CTSH,FOXA,0.022019229411630984
CTSH,IDXX,0.11671396526973034
CTSH,ILMN,-0.0015807560030305587
CTSH,JD,0.08077956447676057
CTSH,KDP,-0.09656026971867947
CTSH,MRVL,0.174790127465854
CTSH,NVDA,0.18867329428035237
CTSH,ROST,0.13453716615384076
CTSH,SBUX,0.07086382004184297
CTSH,SWKS,-0.07224336919281497
CTSH,TXN,-0.14546722866895953
CTSH,VRTX,0.06814069338895688
CTSH,WBA,0.08100771271201918
DLTR,HON,-0.08136283245484617
DLTR,LRCX,-0.12471371897427248
DLTR,MDLZ,-0.04472916384188608
DLTR,VRSN,-0.03344615968087064
DOCU,EA,0.12238676099968805
DOCU,HON,0.14153503085632402
DOCU,JD,0.043834993997763486
DOCU,LRCX,-0.028933635052645113
DOCU,MCHP,-0.12614812967644648
DOCU,MDLZ,0.07250928379774484
DOCU,VRSN,-0.015904083929678202
DXCM,EA,0.10586191630991564
DXCM,FISV,0.03574341001450284
DXCM,JD,0.11833796519688823
DXCM,MCHP,0.13512792067597484
DXCM,MTCH,0.13333202468372865
DXCM,TMUS,0.028471149832993328
EA,FAST,-0.06990174672827695
EA,FISV,0.051515854846361814
EA,FOX,-0.018509156493970228
EA,FOXA,-0.01780975485359195
EA,GILD,0.11368869410823473
EA,GOOGL,0.16294602504373165
EA,HON,0.046579157628735594
EA,IDXX,0.09710710682493393
EA,ILMN,0.018300625258986188
EA,INCY,0.11692084370325327
EA,INTU,0.19558626182004243
EA,ISRG,0.06345425580135032
EA,KHC,0.015427046542723092
EA,KLAC,0.10226743612395935
EA,LULU,-0.0052641004336065715
EA,MAR,0.0769160936494032
EA,MELI,-0.02140765378352665
EA,MNST,0.07428403304586358
EA,MRNA,0.0006206295991461779
EA,MRVL,0.16483768312653288
EA,MSFT,0.12031022592578595
EA,MU,-0.041650529156034496
EA,NXPI,0.10889647270435256
EA,OKTA,0.14272079113494193
EA,ORLY,-0.14908445892691863
EA,PAYX,0.013836898200562713
EA,PCAR,0.147081982208705
EA,PDD,0.14293221502734574
EA,PEP,0.1346299927489788
EA,PTON,0.07524012535439673
EA,QCOM,0.07817033079945873
EA,REGN,0.10618203412259837
EA,SBUX,0.1213959372366147
EA,SGEN,0.07290307358464948
EA,SPLK,0.09320084945897705
EA,SWKS,0.09890430414195768
EA,TCOM,0.16675334784777235
EA,TEAM,0.05552817094382384
EA,TMUS,0.12501332118106875
EA,TSLA,0.010718697219919261
EA,VRSK,0.0805461297060472
EA,VRSN,0.19688395637495015
EA,VRTX,-0.10540724913016214
EA,WBA,0.0701739981437983
EA,XEL,-0.1236366275539467
EA,XLNX,0.1546896015553062
EA,ZM,-0.0713359165358707
EBAY,FISV,0.00015495386794650822
EBAY,JD,0.12255237753803999
EBAY,MCHP,0.08122360841516074
EBAY,MDLZ,0.04471913227787627
EBAY,MTCH,0.18575062992620614
EBAY,TMUS,0.16508634891586804
EBAY,VRSN,-0.13991925086931162
EXC,JD,0.02710811336508926
EXC,MDLZ,-0.190796557593042
EXC,PTON,0.017347177499042136
EXC,SIRI,-0.0038426564170324184
EXC,XEL,0.020099167296239583
EXC,ZM,-0.15825386029344732
FAST,JD,-0.14246102630943888
FAST,KDP,-0.15300689089800257
FAST,MCHP,0.016895545884696977
FAST,MDLZ,-0.09106961090747813
FAST,PTON,0.03208936412303662
FAST,PYPL,0.17741500585171388
FAST,ROST,-0.02852825209650838
FAST,SIRI,-0.09398360490989997
FAST,TMUS,-0.17565862188689055
FAST,VRTX,-0.07522942442072406
FAST,XEL,0.14363772559877613
FAST,ZM,-0.08771475964277493
FB,FISV,0.029458967471327088
FB,JD,0.18268660442531812
FB,LRCX,-0.0913131515284365
FB,MCHP,0.1806937633626549
FB,MDLZ,-0.09710091815154069
FB,TMUS,0.09075959048479566
FB,VRSN,-0.19493401751494324
FISV,FOX,0.1179776713108807
FISV,FOXA,0.144272874411565
FISV,GOOG,0.10819772957699292
FISV,GOOGL,0.19467819347500184
FISV,IDXX,-0.17182913899184932
FISV,INTU,-0.047725978246897366
FISV,ISRG,0.1251696237639171
FISV,JD,0.06975039926624244
FISV,KHC,-0.07282958415055195
FISV,KLAC,0.14263992775757942
FISV,LULU,-0.05253905887940482
FISV,MAR,-0.027300972417210204
FISV,MRNA,0.11800753317307709
FISV,MRVL,-0.16515172418279925
FISV,MSFT,0.08023465538351957
FISV,MU,-0.1657597334163674
FISV,NVDA,-0.11776240840934872
FISV,NXPI,0.18608806451162868
FISV,OKTA,0.1903901230802227
FISV,ORLY,0.05635492225052736
FISV,PAYX,-0.03673076475685558
FISV,PCAR,-0.06766434130933546
FISV,PDD,-0.07665419941491111
FISV,PEP,0.15904936483207172
FISV,QCOM,-0.03286777046618682
FISV,REGN,0.17438861459427796
FISV,SBUX,0.04374697106548841
FISV,SGEN,-0.02851769410949294
FISV,SNPS,0.17146585430392566
FISV,SPLK,0.014178645530030181
FISV,TCOM,0.05745434776451113
FISV,TEAM,0.18151750304415085
FISV,TSLA,0.17524036688855904
FISV,XLNX,0.09810645743878187
FOX,JD,0.0148460917532024
FOX,LRCX,0.17763171547457632
FOX,MDLZ,-0.06604778049369939
FOX,TMUS,-0.170141151808818
FOX,VRSN,0.15840031498909818
FOXA,GILD,-0.19717789728742016
FOXA,JD,-0.01563968283480266
FOXA,KDP,0.12336976386012823
FOXA,KLAC,-0.1974597084456083
FOXA,LRCX,0.027841401047287603
FOXA,MAR,0.19675701535444998
FOXA,MDLZ,-0.16068625799443909
FOXA,NTES,0.1922957663273038
FOXA,NXPI,-0.0474789030906929
FOXA,SGEN,0.0970790898645318
FOXA,TMUS,-0.14472539873298354
FOXA,VRSN,-0.05005377002575746
FOXA,VRTX,0.19830664956977206
FOXA,WDAY,-0.04511400178877163
GILD,JD,-0.09018983325780881
GILD,MCHP,0.12443991230877349
GILD,MDLZ,-0.15360733938707768
GILD,PTON,0.06599988464242035
GILD,SIRI,-0.0677589491972361
GILD,TMUS,-0.15986419875607377
GILD,TXN,0.1823161179816963
GILD,XEL,-0.09566663339908328
GILD,ZM,-0.09289286368081298
GOOG,JD,0.12276857188807204
GOOG,MCHP,0.14615504366453583
GOOG,MDLZ,-0.1113236135827501
GOOG,MTCH,0.12798311928944842
GOOG,TMUS,0.047713743846412596
GOOGL,JD,0.10513389532930209
GOOGL,MCHP,0.18758653154482796
GOOGL,MDLZ,-0.17636855863458967
GOOGL,MTCH,0.04408410491531567
GOOGL,SIRI,0.13314694228840296
GOOGL,TMUS,-0.040113629956597195
GOOGL,ZM,0.1311282252773865
HON,ILMN,0.17778280287783746
HON,JD,-0.1495417549029996
HON,LRCX,-0.08037508389454864
HON,MAR,-0.013577554326525935
HON,MCHP,0.012578254549890174
HON,MDLZ,0.19886261926532287
HON,MRVL,0.19205775652984955
HON,NFLX,0.06155487577025395
HON,NVDA,0.1216445319341515
HON,OKTA,-0.005225909154772969
HON,PTON,-0.07811297593381157
HON,PYPL,-0.07543603484366941
HON,ROST,0.12701477719579496
HON,SGEN,0.011131077400838208
HON,SIRI,-0.023323860905309426
HON,SPLK,0.1568876637703208
HON,TMUS,-0.06505723200785278
HON,TXN,0.14937463286220842
HON,WDAY,-0.011665997709008731
HON,ZM,-0.1886418455024947
IDXX,JD,0.015737515676817956
IDXX,LRCX,-0.11651615511030268
IDXX,MCHP,-0.1338014064136944
IDXX,MDLZ,0.0500435715485361
IDXX,VRSN,-0.08608261954024644
ILMN,JD,-0.13041589475466614
ILMN,LRCX,0.01199275242714848
ILMN,MCHP,-0.1255269022507018
ILMN,MDLZ,0.19507123867704748
ILMN,VRSN,-0.12080783988257328
INCY,JD,0.11108472340610942
INCY,MCHP,0.004327685250962561
INCY,MTCH,0.1652920726757255
INCY,PTON,-0.058271393849453075
INCY,TXN,-0.1824599471794678
INCY,XEL,-0.014341138993627997
INCY,ZM,0.09713345003957204
INTC,MDLZ,0.16880846922129583
INTC,MTCH,0.10149387610937699
INTC,PTON,-0.08824418070736262
INTC,TXN,0.04934009735746924
INTC,XEL,0.04882003694382597
INTC,ZM,0.05259509859816933
INTU,JD,0.0824179736527713
INTU,LRCX,-0.17434772481484248
INTU,MCHP,0.11237482283623917
INTU,MDLZ,-0.029462949886840038
INTU,MTCH,0.18524281965344724
INTU,TMUS,0.16287776560594072
ISRG,JD,0.07522474096137054
ISRG,MCHP,0.05053857123193055
ISRG,MDLZ,-0.19858482656077492
ISRG,MTCH,0.1223398231993445
ISRG,SIRI,0.11168484566951936
ISRG,TMUS,-0.01262422479121313
ISRG,ZM,0.189148050973879
JD,KDP,0.18799968449078958
JD,KHC,-0.08941210780646491
JD,KLAC,0.18584985392598702
JD,LRCX,0.18884588360128116
JD,LULU,0.0015961557616782631
JD,MAR,-0.003500825723695177
JD,MELI,0.1698677170245902
JD,MNST,0.024666253684839372
JD,MRNA,0.005466204402776883
JD,MRVL,0.10415884831264684
JD,MSFT,0.05322423666799916
JD,ORLY,-0.1230102630335625
JD,PAYX,-0.09620964872187909
JD,PCAR,0.11854180201829867
JD,PEP,-0.1199736407273887
JD,PTON,-0.05884235450443303
JD,QCOM,0.07565112840014097
JD,REGN,0.08620623992098037
JD,SBUX,-0.039195925519581364
JD,SGEN,-0.01288165548258121
JD,SIRI,0.09776894644958964
JD,SWKS,0.1459677983593164
JD,TEAM,0.12925251281326305
JD,VRSK,0.17022155707609224
JD,VRTX,-0.06369594341361584
JD,WBA,0.11452209587288686
KDP,LRCX,0.1697068702110599
KDP,MCHP,0.04856639060094545
KDP,MNST,-0.07226784525875433
KDP,MTCH,-0.16725232971192147
KDP,SBUX,-0.14512579165726844
KDP,VRSN,0.1606688368480431
KDP,WDAY,-0.1898609072383645
KHC,MCHP,0.0003008467300565391
KHC,MTCH,-0.13794478232888938
KHC,SIRI,-0.08825950679846409
KHC,TMUS,0.0003609931395766644
KLAC,LRCX,0.16942676021108066
KLAC,MAR,-0.1920876318667809
KLAC,MTCH,-0.06014408483998816
KLAC,PTON,0.17960633809944176
KLAC,SIRI,0.11385093946245164
KLAC,TMUS,-0.16969268914258884
KLAC,XEL,-0.14419743914159333
KLAC,ZM,0.11908938304706519
LRCX,LULU,-0.1879752566559934
LRCX,MRVL,-0.04353048020369938
LRCX,NVDA,-0.08607367381844978
LRCX,NXPI,0.0686949748644926
LRCX,OKTA,-0.15784758977190785
LRCX,PYPL,0.14943645928307364
LRCX,QCOM,-0.007509171027707941
LRCX,ROST,-0.0883784669942017
LRCX,SBUX,0.021405434769503455
LRCX,SGEN,0.003917721280195806
LRCX,SWKS,0.11953421516389538
LRCX,VRTX,0.05720833790895023
LRCX,WBA,0.12926788440815606
LRCX,XLNX,-0.15154280221944175
LULU,MCHP,-0.05052120255784634
LULU,MDLZ,-0.076635133297458
LULU,TMUS,0.15127925098362363
MAR,MCHP,0.004453054832836134
MAR,MDLZ,0.1275751109694983
MAR,MTCH,0.184162568562226
MAR,PTON,-0.08712003662848719
MAR,SBUX,-0.06590713331931311
MAR,TMUS,0.11505653389938172
MAR,TXN,-0.07290124130003288
MAR,VRSN,0.17141930294113122
MAR,XEL,0.19316826092144262
MAR,ZM,0.07925316500437073
MCHP,MRNA,0.08641122800288652
MCHP,MRVL,0.08191407494310395
MCHP,MSFT,0.008838042246271069
MCHP,MU,0.138267556690213
MCHP,NTES,-0.033609394340644444
MCHP,NVDA,0.19586980453167047
MCHP,OKTA,0.04638956183015877
MCHP,PAYX,-0.07665615832815498
MCHP,PCAR,-0.003492587005570278
MCHP,PEP,-0.12937073621078357
MCHP,QCOM,0.024564237893927428
MCHP,REGN,0.0987155682650273
MCHP,SIRI,-0.013114594611968462
MCHP,SPLK,0.10301575839836817
MCHP,VRSK,0.09540991978167929
MCHP,VRTX,-0.049913718270603286
MCHP,XEL,0.12583138349612233
MDLZ,MNST,-0.10116369252451948
MDLZ,MRNA,-0.1786676734998455
MDLZ,MRVL,-0.02878933427683235
MDLZ,MSFT,-0.09419118841790589
MDLZ,MTCH,0.107840152797238
MDLZ,MU,-5.243370398001618e-05
MDLZ,NVDA,-0.12504210528505588
MDLZ,ORLY,-0.007010228055823561
MDLZ,PAYX,0.05844902560231898
MDLZ,PCAR,0.16571346362748615
MDLZ,PDD,-0.08954704759291418
MDLZ,PEP,0.15387672337007996
MDLZ,QCOM,-0.028736688294454405
MDLZ,REGN,-0.19594397230899327
MDLZ,ROST,-0.019796965947581478
MDLZ,SBUX,0.19533899749917782
MDLZ,SGEN,-0.09084199269484523
MDLZ,SWKS,0.15100009793572022
